gene_id,Log2foldchange,padj
8675,0.209178461552341,0.00118435540579005
865,0.370691069213018,0.00118435540579005
54970,-0.528955743017543,0.00412465672140029
54742,0.615291625041116,0.00562429715094945
3303,0.672337301461461,0.00562429715094945
83473,0.393211904903545,0.00562429715094945
10648,-0.659550116987397,0.00562429715094945
3371,-0.535200587388911,0.00562429715094945
,0.265239679514963,0.00562429715094945
,0.493762013403122,0.00562429715094945
,0.287790889081952,0.00562429715094945
54906,-0.460955050912636,0.00562429715094945
8674,0.334052839483695,0.00562429715094945
22930,0.358488844139181,0.00562429715094945
10647,-0.625918603930427,0.00562429715094945
2922,-0.564430384902776,0.00606808953370357
375,0.394934000629002,0.00637543093419655
,0.384956019393448,0.00637543093419655
83937,-0.302472142241076,0.00637543093419655
200030,0.250641030724065,0.00788902510867471
,0.346283991441111,0.0089325309674153
341,-0.412851965961214,0.0089325309674153
55652,-0.310117726193642,0.0089325309674153
11096,-0.693354893478037,0.0089325309674153
157310,-0.424305435006728,0.00944340814026521
7189,0.288078345376643,0.00963414130328952
,0.418013661816168,0.00963414130328952
84624,-0.461853793765253,0.00963414130328952
83933,0.328414218667831,0.00963414130328952
6720,-0.303223151225284,0.00979755990960786
5803,-0.454204480765138,0.0106938890546433
146802,-0.576709808371248,0.0106994639534138
65080,0.23726889599028,0.0121911281842169
7043,0.353084478144998,0.0121911281842169
23263,0.428593066713048,0.0143087271741528
27032,0.300279217051651,0.015020887979426
64111,-1.37430872295563,0.015020887979426
,0.318630191173859,0.015020887979426
,0.443623404246249,0.0160454392392958
7158,0.258209417881774,0.0160454392392958
5803,-0.446236931988127,0.0167825163169629
,0.382094719846756,0.0181508472400155
26168,0.319470886472581,0.0181508472400155
,-0.510816784824408,0.018212216735648
64755,0.197392449152362,0.0183863749249122
8294,0.272389412485464,0.0183863749249122
,0.160901621346756,0.018568442810314
,0.354239609551003,0.018568442810314
93594,0.260391642706121,0.018568442810314
199974,0.595492679990071,0.0191713230677619
400931,0.39080018851331,0.0195018582541371
2191,-0.473298627457001,0.0206856209685016
,-0.445037626583862,0.0218076576979196
8000,0.332075562306711,0.0218076576979196
7168,0.287142255660352,0.0218076576979196
3475,0.217910421285062,0.0218076576979196
,0.328049340906767,0.0218076576979196
116238,-0.240785209381919,0.0218076576979196
9481,0.261380625095914,0.0218076576979196
23002,-0.395972331142252,0.0218076576979196
100628315,0.579418487921788,0.0218076576979196
79047,0.252972717535581,0.0218076576979196
84939,0.231896994158563,0.0218076576979196
9653,-0.251882276279017,0.0218076576979196
8351,0.288017918693476,0.0218076576979196
56981,0.269584132474685,0.0228933646306745
286006,0.35095707664076,0.0228933646306745
7185,0.282603286808164,0.0228933646306745
10111,0.252450512783413,0.0228933646306745
728118,-0.431949168408794,0.0228933646306745
,0.546563212880049,0.0228933646306745
84138,0.199930100367292,0.0233009250853066
83849,0.315576560038299,0.024062610291909
8351,0.467912997629096,0.024062610291909
,0.276372255054283,0.0244717259556583
,0.236578585148616,0.0244717259556583
26993,0.320510900158743,0.0250908008870428
,0.652378519429226,0.0250908008870428
83849,0.45745551459794,0.0250908008870428
341,-0.388904504024344,0.0252731556903594
,0.266486230393755,0.0254732449887104
5393,-0.203159963540733,0.0258486705705827
51804,0.344662030155817,0.0260250939088927
79612,0.220685121741902,0.0260250939088927
8496,0.4370419156153,0.0260250939088927
7433,0.330768422840095,0.0260250939088927
80150,-0.292171825356025,0.0260250939088927
2878,-0.46815524034791,0.0260250939088927
84220,0.226903714322488,0.0261839323418956
26010,0.2341531732422,0.0261839323418956
144100,-0.285319968278638,0.0269468709277907
1983,0.313132880494335,0.0269468709277907
283481,-0.444132522324701,0.0272551515224339
414328,-0.283595566805265,0.0272551515224339
,-0.371707934087987,0.0273161250782166
,-0.702061116954842,0.0279335597230514
4883,0.582969223471181,0.0303772406521676
83849,0.521307959686047,0.0313378929460269
,-0.283060317305353,0.0333821729298546
253769,0.247141913070496,0.0333821729298546
59285,-0.328450000653631,0.0333821729298546
23336,-0.318224838386405,0.0334961955704228
,0.339617907511993,0.0341170748610487
,-0.352775221572631,0.035008382150872
64781,0.331285090124074,0.035008382150872
11183,0.219900712110983,0.035008382150872
,0.326898178304568,0.035008382150872
50862,-0.207508249004721,0.0353993656906191
55508,-0.309087927018239,0.0353993656906191
53832,-0.459463809921575,0.0353993656906191
6256,0.328920186637268,0.0355532226876695
4287,0.223498188913101,0.0363292120754662
257415,0.147303053142015,0.0379448687209516
,0.31867382059832,0.0393634904357012
23275,0.151731412322393,0.0403356706653247
100128682,0.379637297772721,0.0414198613941101
11129,0.292199663423824,0.0418781611150829
5936,-0.35503221301536,0.0418781611150829
26155,0.331075772795286,0.0418781611150829
11165,0.355021336633208,0.0418781611150829
,0.550652484460657,0.0418781611150829
,0.420180447666923,0.0422137472132211
,0.275190220742453,0.0422137472132211
6720,-0.253685396356309,0.0425202581081706
388796,0.240241090285055,0.0437261630891881
191585,0.438041307611284,0.0448730225432136
55734,0.263083230616487,0.0448730225432136
10777,0.394351476543023,0.0448730225432136
,0.577799913573307,0.0448730225432136
23095,0.377645455782887,0.0448730225432136
,0.346280939683075,0.0448730225432136
23095,0.266759996190228,0.0448730225432136
7422,-0.368953501687292,0.0455710075684992
23194,0.303560347734201,0.0455710075684992
,0.308892447499113,0.046530561047911
6789,0.310398537705986,0.046530561047911
,0.221876905030936,0.0468592631734737
2657,-0.254545857385168,0.0471151315692234
84196,0.148541924010287,0.0471151315692234
26648,-0.223229638704055,0.0471151315692234
3303,0.425481251761404,0.0471151315692234
64399,0.316653644943403,0.0471151315692234
8655,0.194144571691618,0.0471151315692234
,0.366710181817558,0.0475278875484081
96459,0.41559061775816,0.0477103736232063
2153,-0.391947907855988,0.0477103736232063
9270,0.272326590596954,0.0482247903338989
181,-0.364808714738352,0.0482247903338989
84865,0.214452469182821,0.0493047662637454
10219,0.28528156723718,0.0493047662637454
,0.388756448786669,0.0493047662637454
2487,-0.395008020873011,0.0493047662637454
,0.233303200646562,0.0494899385632538
10724,0.336272117119682,0.0497401520711684
6695,-0.397064986686304,0.0497401520711684
9628,0.327679735446074,0.0497401520711684
26973,0.384524796969822,0.0503909770909094
54970,-0.344952489242607,0.0514249961685853
3012,0.242563355934379,0.0514978338323485
128312,0.312160329639126,0.0514978338323485
1191,-0.249870503519036,0.0521310210675178
5631,-0.20125999697053,0.0522734807755369
,0.241209888376766,0.052871367028041
7184,0.29266123266056,0.052871367028041
55425,0.233249346571963,0.0535509909814095
554313,0.277882801712597,0.0535509909814095
,0.288569023137365,0.0544665356609215
25914,0.228515316583692,0.0544665356609215
,0.590056005344922,0.0546936287553224
284361,-0.211237922777478,0.0546936287553224
8968,0.291646641793362,0.0546936287553224
60485,0.256651114439893,0.0546936287553224
221078,0.238477250406752,0.0546936287553224
2872,0.396161660516596,0.05478663866005
134548,-0.306185770900896,0.05478663866005
105370792,-0.51104122002486,0.05478663866005
,0.276528572234906,0.05478663866005
,0.364457467268681,0.05478663866005
100287171,0.272331752193249,0.05478663866005
84269,-0.173879748747128,0.05478663866005
64699,-0.31702393583886,0.0550457719725013
342035,-0.345195305474508,0.0550457719725013
117248,-0.32093467204565,0.0550457719725013
100133039,0.281012455268441,0.0551779844823358
,-0.320877841325681,0.0552877621840328
120103,-0.34497548611358,0.0552877621840328
84000,0.284340729991723,0.0552877621840328
57097,0.297121786705377,0.0552877621840328
1393,0.545386505703477,0.0564369936772527
126003,-0.138146310758941,0.0564369936772527
27101,0.390656622475533,0.0564369936772527
100132790,0.305961949366101,0.0564369936772527
7042,-0.407243923290714,0.0564369936772527
55326,-0.272758095020787,0.0564369936772527
1387,0.24792827285246,0.0565091504565993
4820,0.202769684401597,0.0578112286517283
,0.338894500153936,0.05886976979533
3301,0.366643435172579,0.0590312034502904
23787,0.143240977570168,0.0590312034502904
1474,-0.384684508462758,0.0590312034502904
80758,-0.294264808517922,0.0602827446289356
3303,0.497583366416633,0.0604273250784281
,0.302902707627958,0.0604912895510437
79006,-0.406129705012553,0.0604912895510437
2736,0.425459762071454,0.0607324792083522
6513,-0.375789504796156,0.062003527146952
,0.342867530144542,0.062003527146952
375759,-0.266820825458064,0.0630478276345736
,-0.240649545139351,0.0631959513267711
10808,0.501208830966199,0.0635718408273261
55073,-0.402034129566794,0.0635718408273261
65123,0.172374995649585,0.0639024614608791
9355,-0.471613351228624,0.0639024614608791
23090,0.228122982401291,0.0639024614608791
26468,0.4569214303328,0.0645901007787497
80758,-0.359451899916813,0.0645901007787497
,0.362731563729037,0.0645901007787497
842,0.181499680236712,0.0650520128703127
,0.24744682013013,0.0660681851179533
63982,-0.368562043402194,0.0667500059380959
949,-0.192057812291965,0.0668592125942084
7108,-0.26146390963118,0.0675121781445409
388796,0.469281997265421,0.0690079788426206
,0.223346652591673,0.0700376578330527
55937,-0.289507625227543,0.0702295299440077
84063,-0.477154224777645,0.0702295299440077
143630,0.336127402780716,0.0703515128384671
,0.276272934106781,0.0706287303256185
7101,-0.422055544271568,0.0706287303256185
2339,0.227649465671518,0.0706287303256185
,0.147444274877748,0.0707047450609629
444,-0.323274160366299,0.0713424600367269
,0.191609648806496,0.0713424600367269
1909,0.41013153162592,0.0713760232519076
1515,-0.538764474266192,0.0717199702948391
1009,0.339363673441225,0.0723366217380038
,0.331064192021246,0.0723366217380038
80864,0.242422457859642,0.0723366217380038
7422,-0.326343409376079,0.0723366217380038
27101,0.356005525045234,0.0723366217380038
93953,0.297909092727591,0.0723366217380038
201163,0.309538492317322,0.0723366217380038
151194,-0.328720432981678,0.0723366217380038
,-0.387474818175193,0.0723366217380038
26275,0.196934664983505,0.0723366217380038
