gene_id,log2FoldChange,padj
100287102,0.019914260589128,0.963311694373146
653635,-0.0729946587939094,0.81880521655721
102466751,-0.109351532641469,0.743673625952759
107985730,-0.0692581781331168,0.587927195070246
100302278,-0.0588007883898629,0.783026127516895
645520,-0.00910988770910892,0.967732060558522
79501,-0.0788815614857385,NA
100996442,-0.158820536127216,0.158432454112564
729737,-0.226664076461702,0.460922206898708
102725121,0.23148363955786,0.607111586368612
102723897,-0.121772176227,0.668420891791375
102465909,0.0208947557008188,0.944825152435001
107985721,-0.0861803327368351,0.462258108371177
112268260,-0.134779105056931,0.523047310536382
729759,-0.331588656894931,NA
100132287,-0.175429484449717,0.559541507617303
105378947,0.165401798495448,0.6961919205519
101928626,-0.381658010104113,NA
113219467,0.0514321455323935,0.792606405772331
81399,-0.087471739320568,0.688257526725985
100133331,-0.0793927396538013,0.785514495767541
107984841,-0.0384943955113044,0.869218391339153
107984847,-0.0380475539188267,0.874063743851106
107984849,-0.041256350542018,0.881991289949115
100288069,-0.0694736100991181,0.644878834750423
105378580,0.0260751738843004,0.885876589240092
400728,0.0324515933879348,0.902517624276453
79854,-0.0587459898230807,0.778868528308819
643837,0.010508624017127,0.914139998147234
107984850,0.150222838161374,0.734255296792027
284593,-0.21388703852243,0.377739088623933
284600,0.260047238399161,0.492578304922107
100130417,0.13522844505673,0.75093672011928
107985728,0.10062385190076,0.82127589692831
148398,-0.303631215038841,0.32706532747779
26155,-0.109392503333913,0.638582277062498
339451,-0.124873352370972,0.796434759612005
84069,-0.332852348815503,0.500124946651942
84808,-0.300115054105955,0.470021865630554
57801,-0.100756451736539,0.881194716854731
9636,0.00857808995797935,0.992623274691452
375790,-0.1119613150366,0.813557523676677
100288175,0.183282547179541,0.591094795123233
112267874,0.0373962216967016,0.944292416217108
105378948,-0.0241658958801566,0.946150464488191
401934,0.177597654689583,NA
54991,-0.37793388866707,0.338714869462328
254099,NA,NA
406984,NA,NA
406983,NA,NA
554210,NA,NA
100506376,NA,NA
254173,-0.413960383737594,NA
8784,-0.0811941026479151,NA
7293,-0.7426845127877,0.284402352771268
51150,-0.162894879337615,0.667268075050727
126792,-0.0604960877850593,0.784773939527882
388581,-0.695889435555117,0.190884947624229
118424,-0.135822623696757,0.219280190428683
101928895,0.0407708833183163,0.922026312592053
6339,-0.11405185791758,0.790764893486779
116983,-0.149915139302382,0.653629601536931
